AC01,AD01,AD03,AD10,AD10_09,AD11,BP03_03,BP03_04,BP03_05,BP03_06,BP03_07,BP03_08,BP03_09,BP03_10,BP03_11,BP03_12,BP03_13,BP03_14,BP04,BP05,BP06,BP07,BP08,CH01_01,CH01_02,CH01_03,CH01_04,CH01_05,CH02,CH02_01,CH02_02,CH02_03,CH02_04,CH02_05,CH03,CH04,DI02,DI03,DI04,DI05,DI06,DI07,DI08,DI09,DJ01,DJ02,DJ03,DJ04,DJ06,DJ07,DJ09,DJ10,DK01,DK02,DK03,DK05,DK06,DK07,DK09,DK10,DL01,DL02,DL03,DL04,DL05,DL06,DL08,DL09,DM01,DM02,DM03,DM04,DM05,DM06,DM08,DM09,DN01,DN02,DN03,DN04,DN05,DN06,DN08,DN09,EE01_CP,EE01,FS05_01,FS06_01,FS08,FS09_03,FS09_04,FS09_05,FS09_06,FS09_07,FS09_08,FS09_09,FS09_10,FS09_11,FS09_12,FS09_13,FS09_14,TIME_SUM,FINISHED
2,1.0,3.0,8.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,0
2,2.0,4.0,4.0,,3.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,5.0,4.0,1.0,3.0,1.0,2.0,2.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,4.0,10.0,2.0,How much it alignment with my personal knowledge ,The fact I couldn't check who would have posted it as his content on social media and I can't see the source   ,5.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,5.0,1140,1
2,2.0,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0
2,1.0,4.0,4.0,,3.0,5.0,4.0,4.0,1.0,5.0,2.0,4.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,5.0,1.0,1.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,10.0,1.0,"The phrasing, but hard to tell what exactly","In many cases, the more emotional the content is, the less credible it seems.",4.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1422,1
2,1.0,3.0,4.0,,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,2.0,,,,,,,,,,,,,,,,283,0
2,1.0,3.0,4.0,,3.0,5.0,3.0,4.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,3.0,5.0,3.0,4.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,11.0,1.0,believable: if it's common sense (to most people) and highly discussed in the media,if facts where shown + not too specific as no one can predict the future 100% right,4.0,4.0,3.0,4.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,2.0,4.0,774,1
2,2.0,4.0,8.0,,3.0,5.0,4.0,4.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,,,,,,,,297,0
2,1.0,3.0,4.0,,2.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,12.0,2.0,"Unbelievable: a lot of synonyms, basically reinstating the same thing over and over",Credible: factual/detailed arguments,4.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,2.0,3.0,3.0,391,1
2,1.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0
2,1.0,3.0,4.0,,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,4.0,13.0,1.0,The language,Whether it seemed to be professional or of personal importance ,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,1239,1
2,1.0,3.0,9.0,Hochschule,3.0,5.0,5.0,5.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,2.0,4.0,13.0,2.0,Belivable = design; unbelievable = words/ no pictures or contexts -> just a quote,"credible = design / language, not credible = simple design / no pictures or contexts ",4.0,5.0,5.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,1.0,5.0,762,1
2,-9.0,-9.0,-9.0,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0
2,1.0,3.0,4.0,,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,14.0,2.0,depending on how extreme the demands were,without any sources or data it's not really credible ,4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,767,1
2,3.0,3.0,4.0,,3.0,5.0,5.0,5.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,4.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,5.0,5.0,4.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,14.0,1.0,Whether I heard of it before e. g. on a podcast.,"Plausible arguments, considerations and examples",4.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,757,1
2,2.0,3.0,8.0,,3.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,5.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,,,,,15.0,2.0,,,,,,,,,,,,,,,,312,0
2,1.0,3.0,4.0,,2.0,5.0,3.0,5.0,1.0,5.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,5.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,5.0,15.0,1.0,If it aligned with my knowledge and was presented in an unbiased sounding language,"Facts, numbers and then normally sources, but there were no sources stated at all. Therefore all content seemed only slightly credible.",4.0,5.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,5.0,1.0,5.0,786,1
2,1.0,4.0,4.0,,2.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,16.0,1.0,"Many intense, well-formulated statements make it clearer that it is made by AI","Many intense, well-formulated statements make it clearer that it is made by AI",2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,2.0,3.0,762,1
2,1.0,4.0,4.0,,3.0,5.0,2.0,5.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,2.0,,,,,,,,,,,,,,,,460,0
2,1.0,4.0,4.0,,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,3.0,2.0,5.0,3.0,2.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,4.0,17.0,2.0,"Wording, structure of sentences",Realistic political phrasing,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,725,1
2,2.0,4.0,8.0,,1.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,3.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,5.0,17.0,1.0,Previous knowledge and common sense,"Not sure, alignment with the aforementioned?",3.0,5.0,4.0,4.0,2.0,5.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,1150,1
2,1.0,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0
2,1.0,4.0,8.0,,3.0,5.0,3.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,5.0,1.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,18.0,2.0,"all of the content ist not really beliveable, because its absolutly out of context. But sometimes the word are harder ",i dont know honestly.,4.0,5.0,4.0,5.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,3.0,717,1
2,2.0,4.0,3.0,,2.0,5.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,18.0,1.0,"Unbelievable- the missing of context and sources, who said waht when and why, furthermore the underlying structure of an argument always makes things more understandable ",The underlying argumentative structure and elaboration,3.0,4.0,3.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,1183,1
2,1.0,4.0,4.0,,3.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,19.0,2.0,"Sentence structure, usage of clear examples and goals","Usually reliable sources, here I didnt know...",4.0,4.0,3.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,647,1
2,1.0,3.0,4.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0
2,1.0,3.0,8.0,,3.0,5.0,4.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,,,,,,,,,,,,,,,,250,0
2,3.0,2.0,4.0,,3.0,5.0,3.0,4.0,1.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,5.0,5.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,20.0,1.0,"The way it was written. Especially the writing style being rather objective, leaving it clear that a specific opinion is presented in a non-judgmental way or way that feels like invading your own personal space of opinion. ",Presenting opinions as facts (as unfortunately often done by many humans) makes content not credible to me. Also a clear line of argumentation which makes it easy to follow and then judge whether to agree with the view offered or not.,5.0,5.0,2.0,4.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,959,1
2,1.0,3.0,4.0,,3.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,2.0,,,,,,,,,,,,,,,,407,0
2,1.0,3.0,4.0,,3.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,1.0,5.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,22.0,1.0,if the content contained numbers or reasons supporting the claims.,if the content contained numbers or reasons supporting the claims.,4.0,5.0,3.0,4.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,1321,1
